,Unnamed: 0,Tanggal,id,username,teks,label
3672,3672,2022-10-17 10:20:49,1581953369773871104,inilahcom,"Dihadiri Menko Airlangga, Jambore UMKM Digelar di Yogyakarta Akhir November https://t.co/TkdW6ysrIm",
3673,3673,2022-10-17 10:20:07,1581953195068489729,Ary Prasetyo,"RT @Aprilia_wiji: Menteri BUMN Erick Thohir menegaskan pentingnya perempuan dalam mendukung perekonomian nasional.
@erickthohir mengungkapk…",
3674,3674,2022-10-17 10:19:54,1581953141930856449,𝕸𝖆𝖗𝖒𝖆𝖙𝖎™,RT @dalem_abdhi: Menteri BUMN Erick Thohir menegaskan pentingnya peranan perempuan dalam mendukung perekonomian Indonesia karena saat ini 6…,
3675,3675,2022-10-17 10:19:54,1581953138415661056,KPP Pratama Gorontalo,"Kegiatan BDS ini dihadiri langsung oleh pelaku UMKM dari kalangan Mahasiswa. Dengan diadakannya acara BDS ini, diharapkan para pelaku UMKM dapat mengembangkan usahanya secara berkesinambungan. https://t.co/RpAGIryw1V",
3676,3676,2022-10-17 10:19:36,1581953063245426688,BATAMTODAY,"Melalui Aplikasi SiApik, BI Berikan Pelatihan Pembukuan Usaha UMKM Kepri https://t.co/eYMyhHrHlg",
3677,3677,2022-10-17 10:17:59,1581952658155667457,fugl,"masih berkutat dengan media social specialist. lebih ke strategi pertumbuhan umkm dan NGO(pending). gak kerja kontrak atau terikat jg, lebih kek proyek, tapi bagi hasil hehee... https://t.co/YaypjQBVBn",
3678,3678,2022-10-17 10:16:06,1581952182831951872,Rian Wolverine,@vonnycornellya_ ngetweet promo product umkm kyk sya aja. pengrajin kulit jogja https://t.co/o5LDQKInaj,
3679,3679,2022-10-17 10:16:02,1581952164884516865,GATRA.com,"Sidak UMKM, Wawako Palembang Pastikan Kerupuk Jangek Kuning Aman Dikonsumsi

https://t.co/uqr9JVZxaE",
3684,3684,2022-10-17 10:10:19,1581950728410927104,rethie de jong,"RT @miakcikar87: Pembangunan IKN Nusantara memajukan sektor UMKM
Kepulauan Bangka Belitung

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia…",
3685,3685,2022-10-17 10:10:05,1581950669908766723,IDN Times,BUMN jadi lokomotif agen pembangunan https://t.co/3R2ozmqoVu,
3686,3686,2022-10-17 10:09:20,1581950479684493312,Rani,"Sore min @kring_pajak mau konsultasi dong, ortu punya npwp umkm dan biasa setor PP 23, mulai mei kmrn mreka brtransaksi dengan bendaharawan dan aneh nya bendaharawan tetap menyetorkan PPN atas transaksi dengan ortu walaupun ortu bukan PKP. Apa itu ndk masalah buat sisi ortu min?",
3687,3687,2022-10-17 10:08:18,1581950219997966336,Mr Raju,"RT @BergetarNusa: @maryshelparaiso Masyarakat Jawa Timur bersyukur dengan kehadiran karena bisa tingkatkan pendapatan UMKM mantap
#KotaDuni…",
3688,3688,2022-10-17 10:05:56,1581949626047164417,.,mending kalian cek langsung aja di https://t.co/vLUAh2yZAU #TransformasiBRI #TransformasiBUMN,
3690,3690,2022-10-17 10:05:51,1581949604865548288,jesi jacinda,RT @jesijacinda: Kehadiran IKN diyakini akan memajukan UMKM ~ DKI Jakarta #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkon…,
3691,3691,2022-10-17 10:05:03,1581949404495241217,DETIK Indonesia,"Hadapi Resesi, LaNyalla Ajak Kepala Daerah Fokus Perkuat UMKM dan Belanja Lokal https://t.co/FqshnUCLqD",
3692,3692,2022-10-17 10:04:21,1581949225243676673,sa𓃘,"RT @collegemenfess: Halo temen2 [cm] 🙌🏻
Buat pemilik UMKM yg mau memperkenalkan produknya di pameran virtual, boleh bgt daftar ""Virtual Exh…",
3693,3693,2022-10-17 10:04:09,1581949177558278144,DetikFinance,"Usaha mikro kecil dan menengah (UMKM), usaha kecil menengah (UKM) sampai usaha berorientasi ekspor menjadi salah satu sektor penggerak perekonomian nasional. https://t.co/IYKFsMaoNw",
3695,3695,2022-10-17 10:03:30,1581949011329568769,jesi jacinda,Kehadiran IKN diyakini akan memajukan UMKM ~ DKI Jakarta #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara https://t.co/KdCinKnmhC,
3696,3696,2022-10-17 10:03:17,1581948956720132100,A🇷ifBudz ™,"@worksfess Bukan lulusan it, tapi bisalah dikit² html bootstrap, css, php. Bisa tuh tawarin jasa ke umkm yang pengen naik kelas / jualan online. Ga usah minta bayaran, tapi bagi hasil aja lebih menarique",
3697,3697,2022-10-17 10:03:05,1581948907164401664,KP2KP Bintuhan,RT @pknstanid: SEMBADHA tahun ini mengusung tema Kolaborasi Lintas Sektor Untuk Mewujudkan Ekosistem Digital dan Ekonomi Kreatif Menuju UMK…,
3698,3698,2022-10-17 10:03:03,1581948900273188870,Wulanarifia,Bisa cek artikel lengkapnya di sini https://t.co/wadaEbviuf #TransformasiBRI #TransformasiBUMN,
3701,3701,2022-10-17 10:02:38,1581948795017105409,Sarah Zahrani,"RT @urbannews_id: Hadapi Resesi, LaNyalla Ajak Kepala Daerah Fokus Perkuat UMKM dan Belanja Lokal https://t.co/gL6Lc9Y15A",
3703,3703,2022-10-17 10:02:19,1581948713366597632,Wulanarifia,Program transformasi digitalisasi BRI berkomitmen untuk berkontribusi dalam perekonomian termasuk UMKM apalagi di masa pandemi. Sikap adaptasi rencana kerja BRI akibat pandemic disebut BRIvolution 2.0 #TransformasiBRI #TransformasiBUMN,
3704,3704,2022-10-17 10:01:23,1581948479706140675,COLLE,"Halo temen2 [cm] 🙌🏻
Buat pemilik UMKM yg mau memperkenalkan produknya di pameran virtual, boleh bgt daftar ""Virtual Exhibition of PIP"". Banyak bgt benefit yang akan kalian dapatkan🤩🙌🏻

Kita juga punya webinar pameran inovasi pangan nih, kepoin dan jgn lupa untuk (cont)",
3705,3705,2022-10-17 10:01:00,1581948383379353600,Sobat Pajak,"Hai, para #sobatpajak

Pengembangkan #UMKM tidaklah mudah, banyak strategi bisnis yang harus dilakukan guna berjalannya usaha hingga menuju kesuksesan.

Salah satu cara dalam menjalankan usaha UMKM yakni membuat #pembukuan.

Mau tau alasannya?
Yuk liat gambarnya

#Pajak #info https://t.co/1JCUeCbFNm",
3706,3706,2022-10-17 10:00:31,1581948259962322945,Cuitan Medan,"Kehadiran IKN Nusantara di Kaltim akan memajukan UMKM 
Sumatera Utara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/3cmphwYvBu",
3708,3708,2022-10-17 10:00:18,1581948209038905346,Fakultas Ekonomika dan Bisnis UGM,"Dengan insentif dari Kartu Prakerja dan berbagai pelatihan keterampilan yang tersedia maka dapat didayagunakan langsung secara riil dan hasilnya akan memajukan UMKM di Indonesia. Baca selengkapnya https://t.co/o4EKOzeY8D 

#kartuprakerja #febugm #sekolahbisnis",
3709,3709,2022-10-17 10:00:18,1581948207785181186,jaehyuni,BUMN fokus pada pembiayaan umkm dan masyarakat pedesaan #ETKuatkanBUMN https://t.co/phoGMgjCSK,
3710,3710,2022-10-17 10:00:02,1581948141712027648,Sobat Pajak,"Hai, para #sobatpajak

Pengembangkan #UMKM tidaklah mudah, banyak strategi bisnis yang harus dilakukan guna berjalannya usaha hingga menuju kesuksesan.

Salah satu cara dalam menjalankan usaha UMKM yakni membuat #pembukuan.

Mau tau alasannya?
Yuk liat gambarnya

#Pajak #info https://t.co/Pm9a6010cZ",
3711,3711,2022-10-17 10:00:02,1581948141166895104,Aki Tulalit,"Pengusaha UMKM di hulu dan pengusaha ritel di hilir, jika saling bersinergi akan saling memperkuat. Dan pada gilirannya akan memberdayakan perekonomian nasional.

@erickthohir 
#BangkitBersamaET https://t.co/BoxWmKr5yy",
3712,3712,2022-10-17 10:00:01,1581948137995845634,tinky,"BUMN membuka diri untuk semua pihak yang ingin berkolaborasi, termasuk perusahaan swasta dan UMKM
#ETKuatkanBUMN https://t.co/34fmps84B4",
3713,3713,2022-10-17 10:00:01,1581948134875451392,vitovit,"BRI salah satu bank yg membantu UMKM dan meningkatkan kinerja bumn

#ETKuatkanBUMN https://t.co/ECr8NAG5cw",
3714,3714,2022-10-17 10:00:00,1581948131322712064,apple 🍎,Semoga dapat berkolaborasi dengan baik antara perusahaan swasta dan UMKM.  #ETKuatkanBUMN https://t.co/Pcj9s3rBPV,
3715,3715,2022-10-17 9:59:06,1581947905346179072,Kompas.com,"Dalam sebulan, omzet penjualan kambing milik Jemino mencapai puluhan juta rupiah. https://t.co/8xS4ZAiCjT",
3716,3716,2022-10-17 9:58:26,1581947737301725185,Netizenmu,"RT majalahSM ""Nofa berharap bisa membangkitkan dan membudidayakan pariwisata-pariwisata dan UMKM yang ada di Kabupaten Lamongan dan Jawa Timur. 

 https://t.co/eyxbgQeaEw""",
3717,3717,2022-10-17 9:58:10,1581947672059002880,Jawa Pos,"BUMN jadi Lokomotif Agen Pembangunan, BRI Dorong Pertumbuhan Domestik lewat UMKM https://t.co/XJGH5I5QDx",
3718,3718,2022-10-17 9:57:48,1581947577540694017,salmanazizsgn,"RT @PanglimaSGN: Kebersamaan Antar Pelaku UMKM Penting untuk Saling Menguatkan.
https://t.co/U9Ts5emWHm https://t.co/WgDrAndRdl",
3719,3719,2022-10-17 9:56:44,1581947308388012032,rj,semoga bisa berkolaborasi dengan baik perusahaan swasta dan UMKM sehingga penguatan ekosistem bisa dilaksanakan secara bersama-sama #ETKuatkanBUMN https://t.co/IsBlYYJsVm,
3720,3720,2022-10-17 9:55:38,1581947031656206336,Sherlyna,"harus sih, umkm di kalimantan harus bisa go internasional

IKN bantu pariwisata di Bali
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/qZLT1J2Q8M",
3721,3721,2022-10-17 9:55:23,1581946969244987392,Rusli Sidabutar,"Kehadiran IKN Nusantara di Kaltim akan memajukan UMKM

""Sumatera Utara""
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/NDpaZwJ2r5",
3722,3722,2022-10-17 9:54:15,1581946684304941057,Sotong,"@VQuibete IKN membawa dampak positif bagi usaha UMKM
Kalimantan Utara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara",
3725,3725,2022-10-17 9:52:08,1581946154224214016,Kind,RT @youricyyy7: Kalo mau tau lebih lengkap kalian bisa langsung cek artikel disini -&gt; https://t.co/j9ab1cuwDB #TransformasiBRI #Transformas…,
3726,3726,2022-10-17 9:51:48,1581946070464360449,JDIH KPU Tambrauw,"RT @JDIHKPU_RI: Hai #sobatJDIH, Pemerintah Indonesia sebagai tuan rumah Konfrensi Tingkat Tinggi G20 memanfaatkan Presidensi G20 Indonesia…",
3727,3727,2022-10-17 9:51:45,1581946055360663552,JDIH KPU Tambrauw,"RT @JDIHKPU_RI: ….. menampilkan beragam hasil karya terbaik UMKM Indonesia.

Baca info lebih lengkap mengenai Presidensi G20 Indonesia 2022…",
3728,3728,2022-10-17 9:51:21,1581945957209755649,Rusli Sidabutar,"IKN di Kaltim akan memajukan UMKM

""Sumatera Utara""
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/DoKV5T6cMy",
3730,3730,2022-10-17 9:50:03,1581945628581822465,Suara Muhammadiyah,"Nofa berharap bisa membangkitkan dan membudidayakan pariwisata-pariwisata dan UMKM yang ada di Kabupaten Lamongan dan Jawa Timur. 

 https://t.co/L1kP3xsL9H",
3735,3735,2022-10-17 9:46:46,1581944801510838272,Sandiaga Salahuddin Uno,"Saya harap event-event daerah seperti ini akan terus menggeliat, membantu dan memberikan manfaat bagi para pelaku UMKM. Sehingga UMKM Nasional semakin berkualitas, membuka peluang usaha dan menciptakan lebih banyak LAPANGAN KERJA BARU berkualitas‼️",
3736,3736,2022-10-17 9:44:36,1581944255802904579,saf,"Berbagai kategori UMKM diangkat sebagai merchandise G20 Indonesia, salah satunya produk Rumah Atsiri yang berada dalam kategori herbal dan wellness. 

#G20Indonesia #PulihBersama https://t.co/zFLC8fMCFR",
3737,3737,2022-10-17 9:44:34,1581944248207044614,saf,"H-29 menuju Konferensi tingkat Tinggi (KTT) G20 2022!

Sebagai upaya pemberdayaan UMKM &amp; pengenalan budaya Indonesia, Presidensi G20 Indonesia mengangkat UMKM Indonesia menjadi merchant official merchandise G20 dimana produk khas Indonesia hasil UMKM diperkenalkan lebih luas. https://t.co/h68uL31ycb",
3738,3738,2022-10-17 9:44:24,1581944206464995329,Riceflour,#ETKuatkanBUMN penenmpatan bank BRI oleh Bapak Erick berfokus untuk pembiayaan UMKM dan masyarakat pedesaan semoga ekonomi Indonesia semakin merata https://t.co/Xq2lAw9XfA,
3739,3739,2022-10-17 9:43:37,1581944007286231041,BACOT!,"Bank BRI dijadikan bank yang fokus untuk pembiayaan UMKM dan masyarakat pedesaan. 
#ETKuatkanBUMN https://t.co/DZSnN0gLzs",
3742,3742,2022-10-17 9:42:45,1581943791942270976,Ngalap Berkah Nitizen,"@hyang_wisnu @kemkominfo @jokowi @PlateJohnny Pandu Digital memiliki tugas untuk mendampingi literasi digital di 5 sektor yaitu Pendidikan, Pariwisata, UMKM, Petani dan Nelayan. Dan terdapat 3 tingkatan dalam Pandu Digital yaitu Pandu Digital Purwa, Pandu Digital Madya, dan Pandu Digital Utama.
@PlateJohnny @kemkominfo",
3744,3744,2022-10-17 9:42:12,1581943651638267905,Jody Pangestu,"Dalam acara NU Womens Fest, Erick Thohir menegaskan peran penting perempuan dalam mendukung perekonomian Indonesia.

Dan saat ini sudah 60% UMKM Indonesia adalah perempuan.

@erickthohir 
#BangkitBersamaET https://t.co/49ivz2Y4ao",
3746,3746,2022-10-17 9:40:47,1581943293910601728,Merysa,"@kring_pajak min, mau tanya, kalau skrg pegawai swasta, lalu mau umkm, hrs lampirkan data / perubahan data terlebih dahulu atau langsung saja di akhir tahun lapor omset nya ?",
3749,3749,2022-10-17 9:39:31,1581942977143853056,bil🍦,"Manajemen Koperasi dan Umkm 6/10 (suka sih.. cuma tipe pembelajaran nya kaku bgttt dosennya killer bgttt)
Etika bisnis 4/10 (alot bgt pas belajar, materi pembelajaran dibaca kaya dongeng alhasil satu kelas tidur 😭) https://t.co/8VKVRfalHw",
3753,3753,2022-10-17 9:37:02,1581942352544862208,Tika,Senang sekali kalau UMKM bisa berkolaborasi dengan perusahaan swasta. #ETKuatkanBUMN https://t.co/l2hrP14jSf,
3754,3754,2022-10-17 9:36:53,1581942316113461248,haelga,"Keren keren sekarang bank BUMN sedang membuka kolaborasi dengan perusahaan ataupun UMKM
#ETKuatkanBUMN https://t.co/atX3MBFjzz",
3755,3755,2022-10-17 9:35:52,1581942058826158081,vin ,"Menteri BUMN @erickthohir : Ekonomi Indonesia telah berjalan di rel yang benar karena kebijakan yang dijalankan adalah kebijakan yang pro rakyat.
Ekonomi kerakyatan adalah fondasi, dimana kita harus fokus membangun, mendampingi, meningkatkan sektor UMKM

#BangkitBersamaET https://t.co/71TWRS8dXg",
3756,3756,2022-10-17 9:35:43,1581942019773300737,kumparan,Menteri BUMN Erick Thohir mengungkapkan peran perusahaan BUMN untuk terus menjadi lokomotif agen pembangunan dengan tujuan menciptakan jutaan lapangan kerja. https://t.co/lVLQOY3MRS,
3757,3757,2022-10-17 9:35:28,1581941959723479040,Yigti,"Harus fokus pada UMKM dan masyarakat perdesaan demi kesejahteraan 
#ETKuatkanBUMN https://t.co/uv9IGtycIV",
3760,3760,2022-10-17 9:34:58,1581941833705607168,cinta,"Bank BRI merupakan bank rakyat yang fokus dalam pembiayaan untuk UMKM dan masyarakat pedesaan.
#ETKuatkanBUMN https://t.co/OcHYaryELS",
3762,3762,2022-10-17 9:34:09,1581941628260225024,ney,"BUMN terbuka dengan swasta, UMKM, apalagi dunia digital ekonomi  Indonesia punya potensi #ETKuatkanBUMN 
https://t.co/2HjGCiEXx3",
3763,3763,2022-10-17 9:33:48,1581941537889390592,Inda,"Yup, kalo BUMN terbuka buat kolaborasi sama swasta dan UMKM pasti bisa memperkuat ekonomi #ETKuatkanBUMN https://t.co/CFh7zVClP9",
3764,3764,2022-10-17 9:33:30,1581941463315001344,Jimbir Tihti,"Semoga gagasan anak bangsa bisa berkolaborasi dengan perusahaan swasta dan UMKM.
#ETKuatkanBUMN
https://t.co/9AC3H8Urys https://t.co/7SkVYKinH2",
3765,3765,2022-10-17 9:32:50,1581941293504028673,Tahta,"Pak Erick memastikan BUMN membuka diri terhadap perusahaan swasta dan UMKM yang ingin berkolaborasi.
#ETKuatkanBUMN
https://t.co/7w0IxPI6nO https://t.co/l9Tqyo33mn",
3766,3766,2022-10-17 9:32:26,1581941194417840128,viona ramboja,"7. Kalimat yang sudah tersampaikan tersebut juga bisa temen temen  cek di sini ya 🙂https://t.co/2im9VVelqy

#TransformasiBRI
#TransformasiBUMN",
3767,3767,2022-10-17 9:31:06,1581940858735452160,Ana,"RT @hyang_wisnu: Kominfo Fasilitasi 30 Ribu UMKM untuk Adopsi Teknologi Digital

30 ribu pelaku Usaha Mikro, Kecil, dan Menengah (UMKM) dar…",
3770,3770,2022-10-17 9:27:34,1581939971417837568,Kompasiana,Pelaku UMKM Jangan Keliru dalam Menetapkan Harga Jual https://t.co/VDOZV8Rc16,
3771,3771,2022-10-17 9:26:30,1581939701736701952,Andre Rosmary,"IKN Nusantara majukan UMKM

Kepulauan Riau dukung pembangunan IKN Nusantara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/qwlqtczydM",
3772,3772,2022-10-17 9:25:49,1581939530298318849,Tessa,"ET pastikan BUMN membuka ruang untuk semua pihak yang ingin berkolaborasi, baik perusahaan swasta dan UMKM. Mengingat ekonomi nasional dikontribusikan dari BUMN #ETKuatkanBUMN https://t.co/CbJC3kOelh",
3774,3774,2022-10-17 9:23:23,1581938917703815168,Amar Bank,"Kini Amar Bank bergerak perluas teknologi inovatif dengan menyasar UMKM. Dalam hal ini, MongoDB juga berperan penting dalam membaca data terstruktur dan non-struktur bisnis untuk menentukan keputusan pinjaman ke pelaku bisnis.",
3775,3775,2022-10-17 9:23:02,1581938829539565569,Irvan Oke Hendayan,"Untuk info lebih lengkap kalian bisa cek disini nih https://t.co/lRG5ymsktD 
#TransformasiBRI #TransformasiBUMN",
3778,3778,2022-10-17 9:21:42,1581938491914493952,Anggita,RT @Nadeo_23: Ini adalah kolaborasi UMKM bersama pengusaha menengah dan besar. Menurut @jokowi  hal ini bisa menggerakkan ekonomi secara be…,
3780,3780,2022-10-17 9:20:43,1581938246938165248,lina,Dengan lebih banyaknya kolaborasi dengan swasta atau umkm dapat meningkatkan ekonomi #ETKuatkanBUMN https://t.co/Xg5OaBODqF,
3782,3782,2022-10-17 9:20:29,1581938187353886720,riefr3,@KemnakerRI Cara daftar sebagai bsu untuk pedagang biasa bisa gak y pak krn kmi tidak terdaftar untuk umkm,
3783,3783,2022-10-17 9:20:12,1581938116377473029,Michelle,"IKN Nusantara memberikan Pertumbuhan Positif Bagi UMKM

#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
Banten https://t.co/SSI6hDvK2w",
3785,3785,2022-10-17 9:19:47,1581938012073918464,m,mantep bener fokus untuk UMKM dan masyarakat #ETKuatkanBUMN https://t.co/i2cY1m8xWo,
3786,3786,2022-10-17 9:18:07,1581937589744914433,centi,"Pak Erick menjadikan BRI sebagai bank yang fokus dalam pembiayaan UMKM. 
#ETKuatkanBUMN https://t.co/hlrpEfIA9P",
3787,3787,2022-10-17 9:18:01,1581937568354308096,❤Relawan Erick Thohir for R1❤,"RT @LinggaJati0: BANTU EKONOMI RAKYAT LEWAT UMKM
kebijakan erick Thohir diapresiasi seluruh #Indonesia 
#Indonesian #indonesiaviral #indone…",
3790,3790,2022-10-17 9:16:40,1581937227105718274,Republika.co.id,Masyarakat diharapkan dukung perajin lokal menggunakan produk dalam negeri https://t.co/MRG6ED1cGz,
3791,3791,2022-10-17 9:15:55,1581937039905169408,Tribun Medan,"Festival Kreasi Motif Deliserdang 2022 Berakhir, 53 Pelaku UMKM Dapat Omset Rp 138.372.000
 
https://t.co/DVHOYldws4 via @tribunmedan",
3793,3793,2022-10-17 9:14:55,1581936787152588802,KPP Pratama Jakarta Pancoran,"Hai #KawanPajak 👋
KPP Pratama Jakarta Pancoran kembali menyelenggarakan kelas pajak. Kelas Pajak kali ini akan membahas Hak dan Kewajiban Perpajakan bagi Wajib Pajak UMKM secara daring dan GRATIS!
Jangan sampai ketinggalan!
DAFTAR KLIK LINK 
https://t.co/7Jm5TQUOW5 https://t.co/mJcpl6pu7Z",
3794,3794,2022-10-17 9:12:18,1581936128071901184,angindamai,"IKN bawa dampak besar untuk kemajuan UMKM
Jambi Dukung IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/REJB2YUnXm",
3797,3797,2022-10-17 9:11:05,1581935822882099201,Windalaila_,Kalian bisa cek Artikel lengkap kalo mau cek sendiri bisa dilihat disini -&gt; https://t.co/FLg89In3kn #TransformasiBRI #TransformasiBUMN,
3803,3803,2022-10-17 9:08:53,1581935268885512192,KitoShuko Uda Van,@akang_hero @PDemokrat Pastikan @akang_hero utk perbaikan UMKM yg lebih baik.. https://t.co/wDx5qmAqiw,
3804,3804,2022-10-17 9:08:52,1581935264808607744,tata,"Kehadiran IKN Nusantara di Kaltim Akan Memajukan UMKM
.
Sumatera Utara
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/MkseOOmv0P",
3806,3806,2022-10-17 9:07:16,1581934862436798466,Kristian Handa,"@VQuibete IKN maju UMKM berkembang pesat.. harapan masyarakat Nusa Tenggara Timur terus ditingkatkan...
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara",
3807,3807,2022-10-17 9:07:02,1581934803120967680,Indonesiawow45,"Presidensi G20 ajang promosi UMKM Indonesia di tingkat dunia
Sumatera Barat
#KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama https://t.co/GXmOw3xC9p",
3809,3809,2022-10-17 9:06:43,1581934723571802112,Yoyon Riyanto,"RT @KEMENPORA_RI: Halo Sobatpora!

Kenalan yuk sama Pemuda Inspiratif yang satu ini. Dwi Sulistia Ningsih, merupakan anak muda yang berhasi…",
3812,3812,2022-10-17 9:06:02,1581934550267355137,UMKM Klaten,"HMas bejo mau ngasih tau Tips Sukses Membangun UMKM Yang Efektif 😍 yaitu tentang perlunya memberikan pengalaman kepada pelanggan yang tidak terlupakan 🤩 Yuk Simak
Buat Dulur UMKM Klaten yang ingin mendaftarkan produk &amp; usahanya, bisa langsung hubungi di nomer 081393920092 👌 https://t.co/Cknu5UFqyY",
3813,3813,2022-10-17 9:05:59,1581934539579961344,angindamai,"Kehadiran IKN majukan UMKM
Jambi Dukung IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/CpIoAkgKvP",
3814,3814,2022-10-17 9:05:47,1581934486245478401,Indonesiawow45,"Presidensi G20 ajang promosi UMKM Indonesia di tingkat dunia
Sumatera Barat
#KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama https://t.co/saaZJBtRin",
3815,3815,2022-10-17 9:05:28,1581934408189509633,Indonesiawow45,"KTT G20 jadi kesempatan bagi indonesia perkenalan produk UMKM unggulan kepada dunia
Sumatera Barat
#KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama https://t.co/hrD6puSsdR",
3816,3816,2022-10-17 9:05:18,1581934368167460864,Indonesiawow45,"KTT G20 jadi kesempatan bagi indonesia perkenalan produk UMKM unggulan kepada dunia
Sumatera Barat
#KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama https://t.co/lJsoTzn8QB",
3817,3817,2022-10-17 9:04:39,1581934202278158336,Anita G,"Kehadiran IKN Nusantara di Kaltim Akan Memajukan UMKM
.
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara

Jawa Tengah https://t.co/mjmdTTO5M5",
3818,3818,2022-10-17 9:04:22,1581934132929912832,Indonesiawow45,"Presidensi G20 ajang promosi UMKM Indonesia di tingkat dunia
Sumatera Barat
#KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama https://t.co/5Z6t52KClt",
3819,3819,2022-10-17 9:03:41,1581933959973261319,angindamai,"IKN di Kaltim akan memajukan UMKM
Jambi Dukung IKN
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara https://t.co/zSiBquBdfI",
3820,3820,2022-10-17 9:03:27,1581933898967437312,KEMENPORA RI,"yang berhasil meingkatkan kualitas UMKM di desa Cijayanti. Tidak hanya itu, Dwi juga membuat produk Polubi Snack yang dimana produk tersebut memanfaatkan hasil tani dari Desa Cijayanti. 

Ingin tahu lebih lanjut tentang perjalanan Dwi? Yuk cek infografis di atas Sob!",
3821,3821,2022-10-17 9:03:25,1581933892600496130,KEMENPORA RI,"Halo Sobatpora!

Kenalan yuk sama Pemuda Inspiratif yang satu ini. Dwi Sulistia Ningsih, merupakan anak muda yang berhasil mewujudkan mimpinya untuk membantu mencerdaskan anak bangsa melalui Bale Baca Cijayanti dan juga merangkul UMKM di desanya melalui Klinik UMKM Cijayanti, https://t.co/ING5GqeA4u",
3825,3825,2022-10-17 9:01:34,1581933427430858752,mohd azrin,"IKN Nusantara memajukan UMKM
#KotaDuniaUntukSemua
#IKNSejahterakanIndonesia
#IKNPemerataanEkonomi
#IKNtingkatkanKesejahteraan
#DukungIKNNusantara
Masyarakat Nusa Tenggara Barat Untuk IKN https://t.co/he83khJu5M",
3826,3826,2022-10-17 9:01:33,1581933423933128705,𝐇𝐚𝐫𝐭𝐚 𝐓𝐚𝐡𝐭𝐚 𝐘𝐮𝐥𝐢𝐭𝐚,"Saat ini permintaan ikan hias dunia terus meningkat, Pemerintah mengharapkan pangsa pasar ekspor ikan hias Indonesia secara global tumbuh sebesar 10% per tahun

Jokowi Gas Pol UMKM https://t.co/laD75OGejH",
3827,3827,2022-10-17 9:01:30,1581933409919586304,Enro,"Hebat ya jadi aktivitas layanan dari PT ASDP Indonesia Ferry (Persero) memiliki dimensi luar biasa pada kegiatan UMKM. 
@asdp191 
https://t.co/OJYsoxi4qV",
